"","Donor","Species","Date","User","slice_type","Slice_ID","cell_name","nwb_file","pxp_file","Brain_Region","Depth_from_pia","LIMS_depth","LIMS_20x","LIMS_63x","LIMS_layer","sample_id","Experiment","protocols","Fast_blockers","puff_drug","wash_drug","bath_drug","drug","Drug_concentration","DIV","Virus","DPI","Reporter_positive","Donor_date","class_Corr","class_Tree","subclass_Tree","subclass_Corr","cluster_Tree","cluster_Corr","score.Corr","score.Tree","marker_sum_norm","percent_reads_aligned_to_introns","Genes.Detected","quality_score","cluster","cluster_score","Cortical_area","predicted_subclass","subclass_Tree.classifier"
"174","Q21.26.015","M.nemestrina",2021-05-19,"Brian","NHPculture","Q21.26.015.1A.29","Q21.26.015.1A.29.06","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.015/Q21.26.015.1A.29.06-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.015/Q21.26.015.1A.29.06.pxp","ITG",1590,1310,"http://lims2/drawing_tool?image_series=1106774538","defer","L5","PCS4_210519_305_A01","Patch-seq","extended FI tri blip",NA,NA,NA,NA,NA,"NULL","1","uninfected",NA,NA,NA,"exc","exc","L5_ET","L5_ET","L5_ET_1","L5_ET_1",0.727532463543245,1,0.823774819352258,52.5364373491475,7173,0.561467787163521,"L5_ET_1","1.00","TCx","L5_ET","L5_ET"
"179","Q21.26.015","M.nemestrina",2021-05-21,"Brian","NHPculture","Q21.26.015.1A.30","Q21.26.015.1A.30.01","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.015/Q21.26.015.1A.30.01-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.015/Q21.26.015.1A.30.01.pxp","ITG",515,385,"http://lims2/drawing_tool?image_series=1108127492","defer","L3","PCS4_210521_301_A01","Patch-seq","multiple Vm",NA,NA,NA,NA,NA,"NULL","3","uninfected",NA,NA,NA,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_3","L2/3_IT_3",0.582151816071377,0.98,0.849479667060147,34.1140212016869,5848,0.477758753846773,"L2/3_IT_3","0.98","TCx","L2/3_IT","L2/3_IT"
"180","Q21.26.015","M.nemestrina",2021-05-21,"Brian","NHPculture","Q21.26.015.1A.30","Q21.26.015.1A.30.02","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.015/Q21.26.015.1A.30.02-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.015/Q21.26.015.1A.30.02.pxp","ITG",1505,1368,"http://lims2/drawing_tool?image_series=1108127492","http://lims2/siv?sub_image=1129115684","L5","PCS4_210521_302_A01","Patch-seq","multiple Vm  channels",NA,NA,NA,NA,NA,"NULL","3","uninfected",NA,NA,NA,"exc","exc","L5_IT","L5_IT","L5_IT_2","L5_IT_2",0.700146333452074,1,0.955424030883779,45.0399510456068,6965,0.548281707676462,"L5_IT_2","1.00","TCx","L5_IT","L5_IT"
"181","Q21.26.015","M.nemestrina",2021-05-21,"Brian","NHPculture","Q21.26.015.1A.30","Q21.26.015.1A.30.03","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.015/Q21.26.015.1A.30.03-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.015/Q21.26.015.1A.30.03.pxp","ITG",997,759,"http://lims2/drawing_tool?image_series=1108127492","http://lims2/siv?sub_image=1129115684","L3","PCS4_210521_303_A01","Patch-seq","multiple Vm",NA,NA,NA,NA,NA,"NULL","3","uninfected",NA,NA,NA,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_1","L2/3_IT_1",0.726912044928869,0.65,0.873025662028736,37.7721708876738,8089,0.594065043523389,"n15","0.71","TCx","L2/3_IT","L2/3_IT"
"189","Q21.26.017","M.mulatta",2021-06-02,"Brian","NHPculture","Q21.26.017.1A.13","Q21.26.017.1A.13.02","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.017/Q21.26.017.1A.13.02-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.017/Q21.26.017.1A.13.02.pxp","ITG",1950,1784,"http://lims2/drawing_tool?image_series=1109318233","http://lims2/siv?sub_image=1137025638","L5","PCS4_210602_302_A01","Patch-seq","noise  channels",NA,NA,NA,NA,NA,"NULL","8","CN2787",NA,NA,NA,"exc","exc","L6_IT","L6_IT","L6_IT_1","L6_IT_1",0.701100261351937,1,0.983689571704028,56.9451100038771,6893,0.593997138879221,"L6_IT_1","1.00","TCx","L6_IT","L6_IT"
"192","Q21.26.018","M.nemestrina",2021-06-10,"Brian","NHPculture","Q21.26.018.2A.07","Q21.26.018.2A.07.01",NA,"//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.018/Q21.26.018.2A.07.01.pxp","SFG",462,381,"http://lims2/drawing_tool?image_series=1112125377","none","L3","PCS4_210610_301_A01","Patch-seq",NA,NA,NA,NA,NA,NA,"NULL","1","CN2321",NA,"SYFP",NA,"inh","inh","Chandelier","Chandelier","Chandelier_1","Chandelier_1",0.643114321886098,0.98,0.762184047388399,40.30615156585,5565,0.489528875336855,"Chandelier_1","0.98","MCx",NA,NA
"193","Q21.26.018","M.nemestrina",2021-06-10,"Brian","NHPculture","Q21.26.018.2A.07","Q21.26.018.2A.07.02","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.018/Q21.26.018.2A.07.02-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.018/Q21.26.018.2A.07.02.pxp","SFG",310,282,"http://lims2/drawing_tool?image_series=1112125377","defer","L2","PCS4_210610_302_A01","Patch-seq",NA,NA,NA,NA,NA,NA,"NULL","1","CN2321",NA,"SYFP",NA,"inh","inh","Chandelier","Chandelier","Chandelier_1","Chandelier_1",0.648326025194319,1,0.754621756638589,42.0405144675456,4464,0.469944106121042,"Chandelier_1","1.00","MCx",NA,NA
"195","Q21.26.018","M.nemestrina",2021-06-10,"Brian","NHPculture","Q21.26.018.2A.07","Q21.26.018.2A.07.04","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.018/Q21.26.018.2A.07.04-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.018/Q21.26.018.2A.07.04.pxp","SFG",435,321,"http://lims2/drawing_tool?image_series=1112125377","request","L3","PCS4_210610_303_A01","Patch-seq","extra long FI",NA,NA,NA,NA,NA,"NULL","1","CN2321",NA,"SYFP",NA,"inh","inh","Chandelier","Chandelier","Chandelier_1","Chandelier_1",0.671144684211464,0.96,0.629122928612601,34.8050323459022,5408,0.407409937332255,"Chandelier_1","0.96","MCx",NA,NA
"196","Q21.26.018","M.nemestrina",2021-06-10,"Brian","NHPculture","Q21.26.018.2A.08","Q21.26.018.2A.08.01","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.018/Q21.26.018.2A.08.01-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.018/Q21.26.018.2A.08.01.pxp","SFG",328,277,"http://lims2/drawing_tool?image_series=1112125477","defer","L2","PCS4_210610_304_A01","Patch-seq",NA,NA,NA,NA,NA,NA,"NULL","1","CN2321",NA,"SYFP",NA,"inh","inh","Chandelier","Chandelier","Chandelier_1","Chandelier_1",0.582435659737485,0.99,0.833221385868984,46.4488079195452,5286,0.426240214116002,"Chandelier_1","0.99","MCx",NA,NA
"198","Q21.26.018","M.nemestrina",2021-06-10,"Brian","NHPculture","Q21.26.018.2A.08","Q21.26.018.2A.08.03","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.018/Q21.26.018.2A.08.03-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.018/Q21.26.018.2A.08.03.pxp","SFG",488,392,"http://lims2/drawing_tool?image_series=1112125477","request","L3","PCS4_210610_305_A01","Patch-seq",NA,NA,NA,NA,NA,NA,"NULL","1","CN2321",NA,"SYFP",NA,"inh","inh","Chandelier","Chandelier","Chandelier_1","Chandelier_1",0.667834790050641,0.99,0.584236427269525,41.7779938815206,4928,0.355233652097903,"Chandelier_1","0.99","MCx",NA,NA
"199","Q21.26.018","M.nemestrina",2021-06-10,"Brian","NHPculture","Q21.26.018.2A.08","Q21.26.018.2A.08.04","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.018/Q21.26.018.2A.08.04-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.018/Q21.26.018.2A.08.04.pxp","SFG",488,425,"http://lims2/drawing_tool?image_series=1112125477","defer","L3","PCS4_210610_306_A01","Patch-seq",NA,NA,NA,NA,NA,NA,"NULL","1","CN2321",NA,"SYFP",NA,"inh","inh","Chandelier","Chandelier","Chandelier_1","Chandelier_1",0.613966025050271,0.92,0.617772666632456,33.207207210111,4205,0.437317669695153,"Chandelier_1","0.92","MCx",NA,NA
"203","Q21.26.018","M.nemestrina",2021-06-16,"Brian","NHPculture","Q21.26.018.1A.06","Q21.26.018.1A.06.01","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.018/Q21.26.018.1A.06.01-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.018/Q21.26.018.1A.06.01.pxp","SFG",586,474,"http://lims2/drawing_tool?image_series=1112125879","defer","L3","PCS4_210616_301_A01","Patch-seq",NA,NA,NA,NA,NA,NA,"NULL","7","CN2717 or CN2039",NA,"SYFP",NA,"inh","inh","Chandelier","Chandelier","Chandelier_1","Chandelier_1",0.640229667149042,0.99,0.806108621644963,48.1782671037247,4805,0.421024495794075,"Chandelier_1","0.99","MCx",NA,NA
"204","Q21.26.018","M.nemestrina",2021-06-16,"Brian","NHPculture","Q21.26.018.1A.06","Q21.26.018.1A.06.02",NA,"//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.018/Q21.26.018.1A.06.02.pxp","SFG",NA,496,"http://lims2/drawing_tool?image_series=1112125879","defer","L3","PCS4_210616_302_A01","Patch-seq",NA,NA,NA,NA,NA,NA,"NULL","7","CN2717 or CN2039",NA,"SYFP",NA,"inh","inh","Chandelier","Chandelier","Chandelier_1","Chandelier_1",0.448846646258537,0.79,0.572089728196197,14.7340960003117,7981,0.234519891430159,"Chandelier_1","0.79","MCx",NA,NA
"205","Q21.26.018","M.nemestrina",2021-06-16,"Brian","NHPculture","Q21.26.018.1A.06","Q21.26.018.1A.06.03",NA,"//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.018/Q21.26.018.1A.06.03.pxp","SFG",NA,823,"http://lims2/drawing_tool?image_series=1112125879","none","L3","PCS4_210616_303_A01","Patch-seq",NA,NA,NA,NA,NA,NA,"NULL","7","CN2717 or CN2039",NA,"SYFP",NA,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_3","L2/3_IT_3",0.603801501699607,0.42,0.590187530441843,21.4401135431334,10384,0.287941211895987,"n2","0.90","MCx",NA,NA
"206","Q21.26.019","M.mulatta",2021-06-24,"Brian","NHPculture","Q21.26.019.1A.26","Q21.26.019.1A.26.01",NA,"//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.019/Q21.26.019.1A.26.01.pxp","ITG",1189,1020,"http://lims2/drawing_tool?image_series=1114842975","defer","L3","PCS4_210624_301_A01","Patch-seq","noise",NA,NA,NA,NA,NA,"NULL","1","uninfected",NA,"none",NA,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_1","L2/3_IT_1",0.688797094998512,0.98,0.998738245628343,52.6103946315204,8504,0.607529017150923,"L2/3_IT_1","0.98","TCx",NA,NA
"207","Q21.26.019","M.mulatta",2021-06-24,"Brian","NHPculture","Q21.26.019.1A.26","Q21.26.019.1A.26.02","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.019/Q21.26.019.1A.26.02-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.019/Q21.26.019.1A.26.02.pxp","ITG",1395,1181,"http://lims2/drawing_tool?image_series=1114842975","defer","L5","PCS4_210624_302_A01","Patch-seq","extra long FI",NA,NA,NA,NA,NA,"NULL","1","uninfected",NA,"none",NA,"exc","exc","L5_ET","L5_ET","L5_ET_1","L5_ET_1",0.707962268006349,0.97,0.83912499871068,47.8226411667984,7154,0.589731875591348,"L5_ET_1","0.97","TCx","L5_ET","L5_ET"
"208","Q21.26.019","M.mulatta",2021-06-24,"Brian","NHPculture","Q21.26.019.1A.26","Q21.26.019.1A.26.03","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.019/Q21.26.019.1A.26.03-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.019/Q21.26.019.1A.26.03.pxp","ITG",500,314,"http://lims2/drawing_tool?image_series=1114842975","defer","L2","PCS4_210624_303_A01","Patch-seq","noise  channels",NA,NA,NA,NA,NA,"NULL","1","uninfected",NA,"none",NA,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_1","L2/3_IT_1",0.486635420781264,0.33,0.94143943720426,46.2859136496979,4706,0.502613915216169,"n1","1","TCx","L2/3_IT","L2/3_IT"
"209","Q21.26.019","M.mulatta",2021-06-24,"Brian","NHPculture","Q21.26.019.1A.19","Q21.26.019.1A.19.01","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.019/Q21.26.019.1A.19.01-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.019/Q21.26.019.1A.19.01.pxp","ITG",1005,799,"http://lims2/drawing_tool?image_series=1114843019","none","L3","PCS4_210624_304_A01","Patch-seq","channels  extra long FI",NA,NA,NA,NA,NA,"NULL","2","uninfected",NA,"none",NA,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_3","L2/3_IT_3",0.726939568484387,1,1.01448791500192,52.7170034484131,6253,0.609875061911282,"L2/3_IT_3","1.00","TCx","L2/3_IT","L2/3_IT"
"210","Q21.26.019","M.mulatta",2021-06-24,"Brian","NHPculture","Q21.26.019.1A.19","Q21.26.019.1A.19.02","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.019/Q21.26.019.1A.19.02-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.019/Q21.26.019.1A.19.02.pxp","ITG",1449,1199,"http://lims2/drawing_tool?image_series=1114843019","none","L5","PCS4_210624_305_A01","Patch-seq","noise  channels",NA,NA,NA,NA,NA,"NULL","2","uninfected",NA,"none",NA,"exc","exc","L5_ET","L5_ET","L5_ET_1","L5_ET_1",0.753545158197507,0.94,0.946259362712426,56.5945164173925,8317,0.666772944779261,"L5_ET_1","0.94","TCx","L5_ET","L5_ET"
"215","Q21.26.020","S.sciureus",2021-06-30,"Brian","NHPculture","Q21.26.020.2A.01","Q21.26.020.2A.01.04","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.020/Q21.26.020.2A.01.04-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.020/Q21.26.020.2A.01.04.pxp","M1",1550,1266,"http://lims2/drawing_tool?image_series=1114843771","none","L5","PCS4_210630_301_A01","Patch-seq","channels",NA,NA,NA,NA,NA,"NULL","1","uninfected",NA,"none",NA,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_1","L2/3_IT_1",0.557440359456849,0.4,0.956434444901261,30.8396845709616,5851,0.482715896039724,"n2","1.00","MCx",NA,NA
"220","Q21.26.020","S.sciureus",2021-06-30,"Cristina","NHPculture","Q21.26.020.2A.02","Q21.26.020.2A.02.04",NA,"//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.020/Q21.26.020.2A.02.04.pxp","M1",1200,NA,"none","none","NaN","PCS4_210630_226_A01","Patch-seq",NA,NA,NA,NA,NA,NA,"NULL","1","uninfected",NA,"none",NA,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_1","L2/3_IT_1",0.656638414352637,0.91,0.877520442639662,26.5803201084739,7556,0.541185316978873,"L2/3_IT_1","0.91","MCx",NA,NA
"228","Q21.26.020","S.sciureus",2021-07-01,"Brian","NHPculture","Q21.26.020.1A.01","Q21.26.020.1A.01.04","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.020/Q21.26.020.1A.01.04-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.020/Q21.26.020.1A.01.04.pxp","ITG",1828,1569,"http://lims2/drawing_tool?image_series=1117152897","none","L5","PCS4_210701_303_A01","Patch-seq",NA,NA,NA,NA,NA,NA,"NULL","2","uninfected",NA,"none",NA,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_1","L2/3_IT_1",0.60292926526246,1,0.922957540297742,33.9691004705571,7599,0.578396134069152,"L2/3_IT_1","1.00","TCx","L2/3_IT","L2/3_IT"
"230","Q21.26.020","S.sciureus",2021-07-02,"Cristina","NHPculture","Q21.26.020.1A.02","Q21.26.020.1A.02.02","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.020/Q21.26.020.1A.02.02-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.020/Q21.26.020.1A.02.02.pxp","ITG",630,NA,"http://lims2/drawing_tool?image_series=1117153024","defer","NaN","PCS4_210702_226_A01","Patch-seq",NA,NA,NA,NA,NA,NA,"NULL","3","uninfected",NA,"none",NA,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_1","L2/3_IT_1",0.579336306037869,0.94,0.623522190135828,27.2687382859502,3701,0.382365261887776,"L2/3_IT_1","0.94","TCx","L2/3_IT","L2/3_IT"
"235","Q21.26.021","M.nemestrina",2021-07-07,"Cristina","NHPculture","Q21.26.021.1A.03","Q21.26.021.1A.03.02.02",NA,NA,"ITG",1910,NA,"http://lims2/drawing_tool?image_series=1117153193","defer","L5","PCS4_210707_226_A01","Multi-Patch-Seq",NA,NA,NA,NA,NA,NA,"NULL","6","CN1633",NA,"SYFP",NA,"inh","inh","Pvalb","Pvalb","Pvalb_4","Pvalb_4",0.751171307465485,0.95,0.576822234691461,43.092103591948,5814,0.444574751475697,"Pvalb_4","0.95","TCx",NA,NA
"240","Q21.26.021","M.nemestrina",2021-07-08,"Brian","NHPculture","Q21.26.021.1A.02","Q21.26.021.1A.02.02","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.021/Q21.26.021.1A.02.02-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.021/Q21.26.021.1A.02.02.pxp","ITG",1536,NA,"none","none","NaN","PCS4_210708_301_A01","neuromodulation",NA,NA,"5HT[100uM]",NA,"Ketanserin","5HT ketanserin","100 5","6","CN1633",NA,"none",NA,"exc","exc","L5_IT","L5_IT","L5_IT_2","L5_IT_2",0.678157544694513,0.97,0.939431946790838,33.8275476691946,8951,0.63442604741521,"L5_IT_2","0.97","TCx","L5_IT","L5_IT"
"241","QM21.26.023","M.mulatta",2021-07-20,"Brian","NHPculture","QM21.26.023.1A.01","QM21.26.023.1A.01.01","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/QM21.26.023/QM21.26.023.1A.01.01-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/QM21.26.023/QM21.26.023.1A.01.01.pxp","ITG",NA,125,"http://lims2/drawing_tool?image_series=1119492905","none","L1","PCS4_210720_301_A01","Patch-seq","pipeline",NA,NA,NA,NA,NA,"NULL","1",NA,NA,NA,NA,"inh","inh","Lamp5","Lamp5","Lamp5_2","Lamp5_2",0.77068656610334,1,0.70535642781049,55.8227770170202,5651,0.51643379788678,"Lamp5_2","1.00","TCx",NA,NA
"243","QM21.26.023","M.mulatta",2021-07-20,"Brian","NHPculture","QM21.26.023.1A.01","QM21.26.023.1A.01.02","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/QM21.26.023/QM21.26.023.1A.01.02-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/QM21.26.023/QM21.26.023.1A.01.02.pxp","ITG",196,175,"http://lims2/drawing_tool?image_series=1119492905","candidate","L1","PCS4_210720_302_A01","Patch-seq","pipeline",NA,NA,NA,NA,NA,"NULL","1",NA,NA,NA,NA,"inh","inh","Sncg","Sncg","Sncg_1","Sncg_1",0.748048125835626,1,0.337375366315762,31.3516473099952,5169,0.419611514958725,"Sncg_1","1.00","TCx",NA,NA
"244","QM21.26.025","M.mulatta",2021-08-19,"Brian","NHPculture","QM21.26.025.1A.01","QM21.26.025.1A.01.01","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/QM21.26.025/QM21.26.025/QM21.26.025.1A.01.01-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/QM21.26.025/QM21.26.025/QM21.26.025.1A.01.01.pxp","SFG",NA,283,"http://lims2/drawing_tool?image_series=1126878184","http://lims2/siv?sub_image=1143951691","L2","PCS4_210819_301_A01","Patch-seq",NA,NA,NA,NA,NA,NA,"NULL","0","CN2320",NA,"SYFP",NA,"inh","inh","Chandelier","Chandelier","Chandelier_1","Chandelier_1",0.624259377020846,0.6,0.660275208842429,38.5608889023097,5753,0.432671021330502,"n21","1.00","MCx",NA,NA
"248","QM21.26.025","M.mulatta",2021-08-19,"Brian","NHPculture","QM21.26.025.1A.01","QM21.26.025.1A.01.03","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/QM21.26.025/QM21.26.025/QM21.26.025.1A.01.03-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/QM21.26.025/QM21.26.025/QM21.26.025.1A.01.03.pxp","SFG",NA,373,"http://lims2/drawing_tool?image_series=1126878184","http://lims2/siv?sub_image=1143951358","L2","PCS4_210819_302_A01","Patch-seq","extra long FI",NA,NA,NA,NA,NA,"NULL","0","CN2320",NA,"SYFP",NA,"inh","inh","Chandelier","Chandelier","Chandelier_1","Chandelier_1",0.594100792633963,0.81,0.625754683301361,35.207341927583,5394,0.427024393112298,"Chandelier_1","0.81","MCx",NA,NA
"249","QM21.26.025","M.mulatta",2021-08-19,"Brian","NHPculture","QM21.26.025.1A.01","QM21.26.025.1A.01.04","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/QM21.26.025/QM21.26.025/QM21.26.025.1A.01.04-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/QM21.26.025/QM21.26.025/QM21.26.025.1A.01.04.pxp","SFG",NA,322,"http://lims2/drawing_tool?image_series=1126878184","candidate","L3","PCS4_210819_303_A01","Patch-seq","extra long FI",NA,NA,NA,NA,NA,"NULL","0","CN2320",NA,"SYFP",NA,"inh","inh","Sncg","Sncg","Sncg_1","Sncg_1",0.352417133058526,0.76,0.616315577051381,35.6965943029604,1453,0.319102758928784,"Sncg_1","0.76","MCx",NA,NA
"252","QM21.26.025","M.mulatta",2021-08-19,"Cristina","NHPculture","QM21.26.025.1A.04","QM21.26.025.1A.04.02","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/QM21.26.025/QM21.26.025/QM21.26.025.1A.04/site_001/QM21.26.025.1A.04.02-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/QM21.26.025/QM21.26.025/QM21.26.025.1A.04/site_001/QM21.26.025.1A.04.02.pxp","SFG",NA,366,"http://lims2/drawing_tool?image_series=1126878208","defer","L3","PCS4_210819_225_A01","Patch-seq",NA,NA,NA,NA,NA,NA,"NULL","1","CN2320",NA,"SYFP",NA,"inh","inh","Chandelier","Chandelier","Chandelier_1","Chandelier_1",0.503527045879818,1,0.663884840492092,41.579330728894,2831,0.351347704990704,"Chandelier_1","1.00","MCx",NA,NA
"260","QM21.26.026","M.mulatta",2021-09-14,"Brian","NHPculture","QM21.26.026.1A.20","QM21.26.026.1A.20.01","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/QM21.26.026/QM21.26.026.1A.20.01-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/QM21.26.026/QM21.26.026.1A.20.01.pxp","SFG",524,NA,"none","none","NaN","PCS4_210914_301_A01","Patch-seq","extra long FI  channels",NA,NA,NA,NA,NA,"NULL","4","CN2787",NA,NA,NA,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_3","L2/3_IT_3",0.664337525739898,0.91,0.714719235809342,28.1720800246092,6030,0.514179201131547,"L2/3_IT_3","0.91","MCx",NA,NA
"261","QM21.26.026","M.mulatta",2021-09-14,"Brian","NHPculture","QM21.26.026.1A.20","QM21.26.026.1A.20.02","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/QM21.26.026/QM21.26.026.1A.20.02-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/QM21.26.026/QM21.26.026.1A.20.02.pxp","SFG",590,NA,"none","none","NaN","PCS4_210914_302_A01","Patch-seq","extra long FI  channels",NA,NA,NA,NA,NA,"NULL","4","CN2787",NA,NA,NA,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_3","L2/3_IT_3",0.579764408574908,1,0.82262988729334,34.1974038524165,7424,0.517689559746652,"L2/3_IT_3","1.00","MCx",NA,NA
"263","QM21.26.026","M.mulatta",2021-09-14,"Brian","NHPculture","QM21.26.026.1A.20","QM21.26.026.1A.20.04","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/QM21.26.026/QM21.26.026.1A.20.04-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/QM21.26.026/QM21.26.026.1A.20.04.pxp","SFG",NA,NA,"none","none","NaN","PCS4_210914_304_A01","Patch-seq","extra long FI  channels",NA,NA,NA,NA,NA,"NULL","4","CN2787",NA,NA,NA,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_1","L2/3_IT_1",0.382758484950543,0.84,0.470837417329963,20.7116843851633,3959,0.310611971769795,"L2/3_IT_1","0.84","MCx",NA,NA
