,cell_name,peak_ratio_chirp,peak_freq,db_freq,low_freq_impedance_chirp,high_freq_impedance_chirp,peak_impedance_chirp,phase_peak_chirp,phase_low,phase_high,sync_freq_chirp,total_inductive_phase_chirp,v_baseline_chirp,input_resistance,input_resistance_ss,SSRn,sag_ratio,sag,Vm_VI,tau,Donor,Species,Specie,slice_type,Preparation,sample_id,Brain_Region,Overall Brain Region,drug,Drug_concentration,Virus,Reporter_positive,Delivery_method,DIV,ROI_major,score.Corr_label,cluster_Corr,subclass_Corr_label,patched_cell_container_label,HCN1,HCN2,HCN3,HCN4,PEX5L,Genes.Detected_label,percent_reads_aligned_to_introns_label,marker_sum_norm_label,quality_score_label,pia_depth,pia_distance,layer
411,QN23.26.015.4A.12.01,1.098223724,1.750521655,7.352190953,263.23606,76.900696,289.092086,-0.163802151,0.076535119,-0.970049288,0.700208662,0.002162632,-59.1892292,181.7427331,156.6907274,156.6907274,1.159881865,0.120448582,-58.68475342,9.736435,QN23.26.015,M.nemestrina,Macaque,NHP_culture,culture,PKS4_230623_225_A01,STG,Temporal,,,uninfected,none,in vitro,1,TCx,,,,,,,,,,,,,,869,869,L3
412,QN23.26.015.4A.12.03,1.020072798,0.600178853,6.351892864,157.974719,34.346093,161.145714,-0.022740513,0.142559232,-0.627314398,0.550163949,0.003775016,-55.87932789,128.4448191,120.6867723,120.6867723,1.064282494,0.066441476,-58.17791367,15.74515,QN23.26.015,M.nemestrina,Macaque,NHP_culture,culture,PKS4_230623_227_A01,STG,Temporal,,,uninfected,none,in vitro,1,TCx,,,,,,,,,,,,,,738,738,L3
413,QN23.26.016.4A.09.01,1.025624037,2.150640891,5.201550062,191.285882,29.233709,196.187398,-0.348430606,0.031007983,-1.173298395,0.650193758,0.001261245,-61.57786854,136.5100551,111.0166333,111.0166333,1.229636056,0.22893475,-61.81047821,20.253887,QN23.26.016,M.nemestrina,Macaque,NHP_culture,culture,,ITG,Temporal,,,,,,,TCx,,,,,,,,,,,,,,577,577,L3
414,QN23.26.016.4A.01.01,1.189504227,1.750521655,4.301281782,164.008103,31.345743,195.088332,-0.361470504,-0.013191502,-0.927756354,0.700208662,0.000566859,-52.51776894,112.391183,93.42336382,93.42336382,1.203030788,0.189583808,-53.95316315,26.610504,QN23.26.016,M.nemestrina,Macaque,NHP_culture,culture,,ITG,Temporal,,,,,,,TCx,,,,,,,,,,,,,,517,517,L3
415,QN23.26.016.4A.01.02,1.085519347,0.700208662,4.551356304,96.023778,18.712451,104.235669,-0.139121854,-0.070842143,-1.191333497,0.400119236,0,-60.79804662,86.44883336,84.55210815,84.55210815,1.022432619,-0.001890713,-59.98469925,26.384627,QN23.26.016,M.nemestrina,Macaque,NHP_culture,culture,PCS4_230726_225_A01,ITG,Temporal,,,,,,,TCx,0.643657364,L2/3 IT_3,L2/3 IT,PCS4_230726_225_A01,412.5323638,0,3.07859973,9.235799189,985.1519135,8421,42.72020606,0.960654441,0.578449813,480,480,L3
416,QN23.26.016.4A.01.04,1,0.400119236,5.601669297,156.869317,33.659045,156.869317,-0.060221632,-0.060221632,-1.174288156,0.400119236,0,-68.35221635,98.47526138,92.03403576,92.03403576,1.06998743,0.053275988,-71.09617615,12.07785,QN23.26.016,M.nemestrina,Macaque,NHP_culture,culture,PCS4_230726_226_A01,ITG,Temporal,,,,,,,TCx,0.70926674,L2/3 IT_3,L2/3 IT,PCS4_230726_226_A01,210.3083444,2.696260825,0,5.392521651,1393.966847,7898,53.85203296,0.970633971,0.574298733,553,553,L3
417,QN23.26.016.4A.03.01,1.326317474,1.900566369,5.251564966,115.922531,29.731922,153.750078,-0.192585565,0.086029485,-1.148797144,0.550163949,0.002294984,-62.38920425,106.5082921,89.69100127,89.69100127,1.187502543,0.143081576,-60.3745575,17.249605,QN23.26.016,M.nemestrina,Macaque,NHP_culture,culture,PCS4_230727_301_A01,ITG,Temporal,,,uninfected,none,,2,TCx,0.555890278,L2/3 IT_1,L2/3 IT,PCS4_230727_301_A01,49.68326916,3.54880494,0,3.54880494,31.93924446,9149,23.30107726,0.713558744,0.308882515,236,236,L2
418,QN23.26.016.4A.03.02,1.173009066,3.050909171,8.252459233,86.342943,25.299771,101.281055,-0.238267741,-0.040767275,-1.03551695,1.000298089,0.00263034,-68.48876875,87.09484822,72.08322886,72.08322886,1.208253981,0.175199017,-67.89046478,16.754179,QN23.26.016,M.nemestrina,Macaque,NHP_culture,culture,PCS4_230727_302_A01,ITG,Temporal,ZD7288,10,uninfected,none,,2,TCx,,,,,,,,,,,,,,258,258,L3
419,QN23.26.016.4A.04.01,1,0.400119236,3.451028406,193.174754,29.251735,193.174754,-0.06894147,-0.06894147,-1.264459345,0.400119236,0,-72.23753134,126.0817533,112.9658611,112.9658611,1.116104919,0.032259144,-70.52262878,23.348576,QN23.26.016,M.nemestrina,Macaque,NHP_culture,culture,PCS4_230727_225_A01,ITG,Temporal,,,uninfected,none,,2,TCx,0.766956437,L2/3 IT_3,L2/3 IT,PCS4_230727_225_A01,402.6922856,0,12.32731486,12.32731486,341.0557112,7930,51.9874823,0.963736334,0.63476812,397,397,L3
420,QN23.26.016.4A.04.02,1.007577287,0.600178853,3.451028406,327.029219,46.844316,329.507214,-0.161323938,-0.07853319,-1.157694328,0.400119236,0,-67.33939703,194.9486665,184.742343,184.742343,1.05524626,0.068074092,-71.53620911,17.93462,QN23.26.016,M.nemestrina,Macaque,NHP_culture,culture,,ITG,Temporal,,,uninfected,none,,2,TCx,,,,,,,,,,,,,,268,268,L3
421,QN23.26.016.4A.06.01,1.084712755,1.100327898,4.5013414,266.148405,47.68742,288.69457,-0.23786838,-0.097110925,-1.461336095,0.400119236,0,-75.28397477,192.7556012,171.8172723,171.8172723,1.121863935,0.078434952,-76.01027679,18.710177,QN23.26.016,M.nemestrina,Macaque,NHP_culture,culture,PCS4_230727_226_A01,ITG,Temporal,,,uninfected,none,,2,TCx,0.694757584,L2/3 IT_3,L2/3 IT,PCS4_230727_226_A01,416.5738952,14.36461708,3.591154269,0,175.9665592,6759,54.06018419,0.971154537,0.643532679,375,375,L3
422,QN23.26.016.4A.06.02,1.018385972,0.550272935,4.252109046,352.37959,54.654967,358.858431,-0.124100508,-0.201304472,-0.878185711,0.400198498,0,-55.41529636,181.2376938,179.5149002,179.5149002,1.009596939,0.016531376,-58.45336533,20.555584,QN23.26.016,M.nemestrina,Macaque,NHP_culture,culture,,ITG,Temporal,,,uninfected,none,,2,TCx,,,,,,,,,,,,,,355,355,L3
423,QN23.26.016.4A.06.04,1.02414862,1.200357707,6.351892864,134.664262,28.51745,137.916218,-0.162458203,-0.006839394,-1.158599868,0.400119236,0,-78.43028862,105.7379398,98.50431494,98.50431494,1.073434599,0.034032635,-75.97036743,17.27224,QN23.26.016,M.nemestrina,Macaque,NHP_culture,culture,PCS4_230727_227_A01,ITG,Temporal,,,uninfected,none,,2,TCx,0.705059149,L2/3 IT_1,L2/3 IT,PCS4_230727_227_A01,249.7121824,0,0,0,113.5055374,7076,45.71344924,0.983820569,0.584131499,383,383,L3
424,QN23.26.016.4A.02.01,1.240046296,2.100625987,5.951773629,145.134401,29.115152,179.973376,-0.255026878,0.133425072,-1.141530954,0.850253376,0.00250509,-63.72015582,135.3172364,95.08545334,95.08545334,1.42311186,0.342372566,-64.20124054,21.154404,QN23.26.016,M.nemestrina,Macaque,NHP_culture,culture,,ITG,Temporal,,,,,,,TCx,,,,,,,,,,,,,,498,498,L3
425,QN23.26.016.4A.08.02,1.004579281,0.550163949,3.300983693,208.677572,30.123775,209.633165,-0.131699451,-0.006457234,-0.825719928,0.400119236,0,-56.72197459,125.0831223,115.4285431,115.4285431,1.083641177,0.107399575,-56.38795471,34.178737,QN23.26.016,M.nemestrina,Macaque,NHP_culture,culture,PCS4_230731_226_A01,ITG,Temporal,,,CN2787,SYFP,,5,TCx,,,,,,,,,,,,,,,,L3
426,QN23.26.016.4A.07.03,1.169000443,2.150640891,5.701699106,176.509796,34.924926,206.340029,-0.236697799,0.143695781,-1.1753421,1.000298089,0.003508284,-63.33297571,141.496879,91.21949892,91.21949892,1.55116922,0.376407027,-65.45168304,22.391954,QN23.26.016,M.nemestrina,Macaque,NHP_culture,culture,PSS4_230731_753_A01,ITG,Temporal,,,CN2787,,,,TCx,,,,,,,,,,,,,,663,663,L3
427,QN23.26.018.4A.03.03,1,0.400119236,3.000894266,274.260737,29.560504,274.260737,0.045523185,0.045523185,-0.826579337,0.45013414,0.001605675,-59.95776309,179.131485,119.4193878,119.4193878,1.500020125,0.30678618,-61.41953278,40.055921,QN23.26.018,M.nemestrina,Macaque,NHP_culture,culture,PCS4_230809_226_A01,M1,Motor,,,uninfected,,,1,MCx,0.724436449,L2/3 IT_1,L2/3 IT,PCS4_230809_226_A01,549.701746,5.442591544,0,19.04907041,927.9618583,9744,57.35907531,0.975316892,0.665085358,256,256,L3
428,QN23.26.018.4A.03.04,1.280463898,1.750521655,5.301579871,134.76435,36.376137,172.560884,-0.232422962,-0.013887721,-0.733889679,0.90026828,0.002234978,-59.26496441,105.1732483,108.6490326,108.6490326,0.968009064,0.090067521,-59.10975647,20.616851,QN23.26.018,M.nemestrina,Macaque,NHP_culture,culture,,M1,Motor,,,uninfected,,,1,MCx,,,,,,,,,,,,,,360,360,L3
429,QN23.26.018.4A.03.06,1.048043196,0.750223567,2.70080484,347.686227,30.812233,364.390185,-0.186438563,0.048003447,-1.153307209,0.400119236,0.002400888,-62.59934914,150.282341,126.3785934,126.3785934,1.189143959,0.176261052,-61.28558731,32.359703,QN23.26.018,M.nemestrina,Macaque,NHP_culture,culture,,M1,Motor,,,uninfected,,,1,MCx,,,,,,,,,,,,,,502,502,L3
430,QN23.26.018.4A.02.01,1.198920675,2.900864458,8.002384711,105.970661,26.869791,127.050417,-0.235009473,0.140392962,-1.20141424,1.450432229,0.003319232,-67.81580811,110.9157129,83.92965368,83.92965368,1.321531879,0.24361679,-68.65906525,17.84176,QN23.26.018,M.nemestrina,Macaque,NHP_culture,culture,PSS4_230809_751_A01,M1,Motor,,,uninfected,,,,MCx,,,,,,,,,,,,,,307,307,L3
431,QN23.26.018.4A.02.03,1.226397611,2.450730318,7.552250571,178.55333,47.500438,218.977377,-0.212044923,0.142281302,-1.16370825,1.35040242,0.002609403,-61.74747071,183.6958354,140.0767063,140.0767063,1.311394594,0.237798929,-65.77443695,18.994196,QN23.26.018,M.nemestrina,Macaque,NHP_culture,culture,PSS4_230809_753_A01,M1,Motor,,,uninfected,,,,MCx,,,,,,,,,,,,,,204,204,L2
432,QN23.26.018.4A.19.01,3.750706941,0.700208662,1.150342802,115.543669,48.592504,433.370441,0.957608651,-0.355315381,-3.338633343,34.76035859,0.020409785,-55.5761262,99.57676449,76.36908454,76.36908454,1.303888414,0.180364445,-58.54679108,11.647525,QN23.26.018,M.nemestrina,Macaque,NHP_culture,culture,PCS4_230810_225_A01,ITG,Temporal,,,uninfected,,,2,TCx,0.713209602,L2/3 IT_1,L2/3 IT,PCS4_230810_225_A01,420.4417111,16.48791024,0,8.24395512,997.5185695,7639,50.11859552,1.000858909,0.579426524,425,425,L3
433,QN23.26.018.4A.19.03,1.131707489,0.950283184,3.451028406,224.01691,30.862125,253.521615,-0.167873388,0.105497633,-1.079440688,0.600178853,0.003509683,-63.50902789,108.53936,99.74539948,99.74539948,1.088164072,0.139589578,-63.53733063,24.445538,QN23.26.018,M.nemestrina,Macaque,NHP_culture,culture,PCS4_230810_226_A01,ITG,Temporal,,,uninfected,,,2,TCx,0.674232365,L2/3 IT_1,L2/3 IT,PCS4_230810_226_A01,304.3902439,15.6097561,0,23.41463415,3566.829268,7652,51.19777096,1.03870655,0.604385576,590,590,L3
434,QN23.26.018.4A.13.01,1.307953932,3.601786486,7.953945157,173.383855,65.619789,226.778095,-0.299350307,0.100409936,-0.892934025,1.900942868,0.00204789,-59.23369982,169.4213409,102.2891083,102.2891083,1.656298933,0.333805293,-59.13852692,14.887336,QN23.26.018,M.nemestrina,Macaque,NHP_culture,culture,PSS4_230811_751_A01,ITG,Temporal,,,uninfected,,,,TCx,,,,,,,,,,,,,,500,500,L3
435,QN23.26.019.5A.08.01,1.197583258,2.500745222,7.952369806,107.991718,29.172413,129.329074,-0.179950416,0.081548644,-1.157852632,1.35040242,0.002017787,-71.33333617,98.81989763,74.15288977,74.15288977,1.332650662,0.271976411,-70.61004639,15.666651,QN23.26.019,M.nemestrina,Macaque,NHP_culture,culture,,M1,Motor,,,,,,,MCx,,,,,,,,,,,,,,425,425,L3
436,QN23.26.019.5A.08.02,1.443346939,4.451326495,10.45311503,59.366657,25.457351,85.686683,-0.257832245,0.12888145,-0.970634424,2.550760127,0.005055582,-62.29635084,59.68226046,37.53144548,37.53144548,1.590193495,0.364077985,-65.85972595,12.894453,QN23.26.019,M.nemestrina,Macaque,NHP_culture,culture,PSS4_231005_751_A01,M1,Motor,,,,,,,MCx,0.669459654,L2/3 IT_1,L2/3 IT,PSS4_231005_751_A01,397.4992826,7.056200283,7.056200283,4.704133522,867.9126348,9215,50.17415431,0.990671508,0.585762598,539,539,L3
437,QN23.26.019.4A.08.01,1.063226625,1.750521655,5.85174382,288.997477,48.68235,307.269813,-0.243504964,0.032991941,-1.358946897,0.550163949,0.000846764,-61.96860923,232.9456391,151.1148937,151.1148937,1.541513436,0.393926352,-64.79827118,20.260218,QN23.26.019,M.nemestrina,Macaque,NHP_culture,culture,PSS4_231009_751_A01,ITG,Temporal,,,,,,,TCx,0.687738981,L2/3 IT_1,L2/3 IT,PSS4_231009_751_A01,181.6077877,4.656609941,0,0,121.0718585,11330,29.69455768,0.761320973,0.362929307,828,828,L3
438,QN24.26.001.4A.02.01,1.141603979,2.900864458,7.002086622,111.961609,23.813646,127.815818,-0.318600219,0.073108122,-1.164708876,0.90026828,0.002409908,-58.22984289,91.4579144,64.03576928,64.03576928,1.428231681,0.368206531,-61.82051849,16.018463,QN24.26.001,M.nemestrina,Macaque,NHP_culture,culture,,STG,Temporal,,,,,,,TCx,,,,,,,,,,,,,,732,732,L3
439,QN24.26.001.4A.02.02,1.469776762,2.900864458,6.501937577,128.851372,31.794426,189.382753,-0.236086726,0.176555116,-1.095440974,1.850551464,0.005267514,-63.2696056,119.3235903,75.11341198,75.11341198,1.588579018,0.379444599,-65.07365417,19.53165,QN24.26.001,M.nemestrina,Macaque,NHP_culture,culture,,STG,Temporal,,,,,,,TCx,,,,,,,,,,,,,,712,712,L3
440,QN24.26.001.4A.02.03,1.652160833,2.900864458,6.201848151,101.295021,27.052539,167.355666,-0.286305472,0.249461967,-1.252395151,1.900566369,0.007509103,-63.53434937,111.4797974,73.2102059,73.2102059,1.522735744,0.418390632,-67.03437805,20.351506,QN24.26.001,M.nemestrina,Macaque,NHP_culture,culture,,STG,Temporal,,,,,,,TCx,,,,,,,,,,,,,,601,601,L3
441,QN24.26.001.4A.05.01,1.071235962,1.250372611,4.701401018,248.521939,46.956618,266.225639,-0.197918579,0.028956594,-1.115928818,0.550163949,0.000898753,-58.64703155,133.3913956,113.2435226,113.2435226,1.177916339,0.148529157,-59.55425262,18.918854,QN24.26.001,M.nemestrina,Macaque,NHP_culture,culture,PCS4_240131_225_A01,STG,Temporal,,,,,,,TCx,0.658837627,L2/3 IT_1,L2/3 IT,PCS4_240131_225_A01,90.10824846,0,14.22761818,0,315.3788696,9612,41.48521924,0.909765486,0.476702405,542,542,L3
442,QN24.26.001.4A.05.02,1.200970598,2.2506707,5.701699106,94.685218,22.400877,113.714162,-0.275123679,0.140194832,-0.875591842,1.150342802,0.003133996,-63.83269187,84.81098175,60.00452299,60.00452299,1.413409815,0.28868857,-63.86141968,19.13912,QN24.26.001,M.nemestrina,Macaque,NHP_culture,culture,,STG,Temporal,,,,,,,TCx,,,,,,,,,,,,,,417,417,L3
443,QN24.26.001.4A.16.01,1.319159508,3.701102929,7.602265475,64.635823,17.46779,85.264961,-0.383391696,0.156303169,-1.348267438,1.550462038,0.002603777,-61.61931183,67.62376631,42.45447829,42.45447829,1.592853546,0.392903298,-62.01954651,20.509816,QN24.26.001,M.nemestrina,Macaque,NHP_culture,culture,P7S4_240201_301_A01,ITG,Temporal,5-HT,100,,,,2,TCx,0.691176835,L2/3 IT_1,L2/3 IT,P7S4_240201_301_A01,695.8477155,13.75970059,35.38208723,0,538.5939945,9878,51.96789535,1.045274166,0.622708839,788,788,L3
444,QN24.26.001.4A.16.03,1.001719968,1.950581273,7.602265475,159.703305,48.581642,159.97799,-0.134217556,0.015471681,-1.144077099,0.750223567,0.000486859,-58.84785002,124.9610427,101.3893086,101.3893086,1.232487373,0.199802384,-58.62851334,15.419723,QN24.26.001,M.nemestrina,Macaque,NHP_culture,culture,P7S4_240201_302_A01,ITG,Temporal,5-HT,100,,,,2,TCx,0.604058711,L2/3 IT_3,L2/3 IT,P7S4_240201_302_A01,393.7584484,19.20772919,4.801932298,16.80676304,249.7004795,8756,48.38423624,1.031052262,0.574997421,465,465,L3
445,QN24.26.002.4A.04.01,1.062761951,1.700506751,7.552250571,84.201861,21.762187,89.486534,-0.173746158,0.016253282,-1.102152922,0.600178853,0.000568056,-59.84719722,74.2496243,66.25828099,66.25828099,1.120608974,0.094082057,-58.1297226,15.778541,QN24.26.002,M.nemestrina,Macaque,NHP_culture,culture,P7S4_240214_301_A01,M1,Motor,apv/nbqx/gabazine,"25,20,5",,,,1,MCx,0.607950638,L2/3 IT_1,L2/3 IT,P7S4_240214_301_A01,441.1184891,42.94073788,7.807406887,0,324.0073858,8497,46.118247,0.97828479,0.559964329,599,599,L3
446,QN24.26.002.4A.09.01,1.052976867,2.600775031,6.351892864,102.933782,23.824314,108.386891,-0.361243632,-0.062063603,-1.426542444,0.850253376,0.000307735,-59.01210574,79.19153677,66.64846575,66.64846575,1.188197446,0.119602963,-61.13020706,18.796666,QN24.26.002,M.nemestrina,Macaque,NHP_culture,culture,PCS4_240214_225_A01,M1,Motor,apv/nbqx/gabazine,"25,20,5",,,,1,MCx,0.666844678,L2/3 IT_3,L2/3 IT,PCS4_240214_225_A01,413.7531549,11.28417695,3.761392317,0,763.5626403,7857,52.18739425,1.001444422,0.587151471,666,666,L3
447,QN24.26.002.4A.04.02,1.427029648,4.401311591,9.152727513,57.728742,19.107394,82.380626,-0.345864566,0.125029468,-1.093321478,2.300685604,0.004281011,-62.31285628,71.98873365,47.31313757,47.31313757,1.521537935,0.318791538,-62.16685486,16.624811,QN24.26.002,M.nemestrina,Macaque,NHP_culture,culture,P7S4_240214_302_A01,M1,Motor,apv/nbqx/gabazine,"25,20,5",,,,1,MCx,0.624638174,L2/3 IT_1,L2/3 IT,P7S4_240214_302_A01,447.0306557,0,7.576790774,15.15358155,454.6074465,7784,51.02268161,0.921061194,0.547348721,638,638,L3
448,QN24.26.002.4A.09.02,1.018477523,1.150342802,6.30187796,100.34464,28.373419,102.19876,-0.210632986,0.176338891,-1.125838667,0.550163949,0.004941618,-66.84962315,65.99097793,54.39153104,54.39153104,1.213258327,0.061214201,-70.39717102,13.212397,QN24.26.002,M.nemestrina,Macaque,NHP_culture,culture,PCS4_240214_226_A01,M1,Motor,apv/nbqx/gabazine,"25,20,5",,,,1,MCx,0.584858855,L2/3 IT_1,L2/3 IT,PCS4_240214_226_A01,374.5358816,14.40522622,3.601306554,0,327.7188964,8059,34.31648496,0.923532214,0.426562679,735,735,L3
449,QN24.26.002.4A.09.03,1.165532558,1.400417324,4.101222164,175.198284,25.901849,204.199304,-0.20547013,0.127024444,-1.136260899,0.700208662,0.003048594,-66.87746261,149.6147774,99.85216914,99.85216914,1.498362817,0.34977001,-66.1230011,26.904664,QN24.26.002,M.nemestrina,Macaque,NHP_culture,culture,PCS4_240214_227_A01,M1,Motor,apv/nbqx/gabazine,"25,20,5",,,,1,MCx,0.664551598,L2/3 IT_1,L2/3 IT,PCS4_240214_227_A01,201.4897026,0,0,16.51554939,85.88085683,8428,46.31875852,0.909413224,0.498710299,848,848,L3
450,QN24.26.002.4A.09.04,1.235331693,1.80053656,4.101222164,167.117136,23.970667,206.445094,-0.37098165,0.076447026,-0.963637625,0.650193758,0.00185726,-57.13818444,83.36378479,46.60232544,46.60232544,1.788833154,0.353509843,-61.40753937,22.602773,QN24.26.002,M.nemestrina,Macaque,NHP_culture,culture,PCS4_240214_228_A01,M1,Motor,apv/nbqx/gabazine,"25,20,5",,,,1,MCx,0.62692808,L2/3 IT_1,L2/3 IT,PCS4_240214_228_A01,138.1559781,3.003390828,3.003390828,6.006781656,180.2034497,9066,29.27975293,0.809518234,0.439970154,942,942,L3
451,QN24.26.002.4A.42.01,1.018074756,0.550381965,2.001388964,593.99716,144.040048,604.733514,-0.165455705,-0.189817347,-0.844977686,27.91937605,0.001308859,-54.97187874,270.5660248,257.9812775,257.9812775,1.04878163,0.046659648,-60.28642273,,QN24.26.002,M.nemestrina,Macaque,NHP_culture,culture,,M1,Motor,apv/nbqx/gabazine,"25,20,5",,,,2,MCx,,,,,,,,,,,,,,350,350,L3
452,QN24.26.002.4A.22.01,1.247431728,1.650491847,6.051803437,219.057837,55.739571,273.259696,-0.125482842,0.262386101,-1.101313281,1.200357707,0.006234727,-61.53158216,224.298703,128.8084566,128.8084566,1.741335226,0.446157247,-58.88415527,19.555949,QN24.26.002,M.nemestrina,Macaque,NHP_culture,culture,,M1,Motor,,,CN2787,,,4,MCx,,,,,,,,,,,,,,927,927,L3
453,QN24.26.004.11.06.02,1,0.400198498,1.800893243,434.273815,37.724618,434.273815,-0.292742923,-0.292742923,-1.042242877,0.400198498,0,-58.38492494,127.7373734,123.3207016,123.3207016,1.03581452,0.049435295,-58.27322388,39.39404,QN24.26.004,M.nemestrina,Macaque,NHP_culture,culture,PCS4_240301_225_A01,STG,Temporal,,,none,,,,TCx,0.681446543,L2/3 IT_3,L2/3 IT,PCS4_240301_225_A01,587.8923811,4.94027211,0,0,953.4725173,5933,56.32463442,1.000935283,0.610844794,609,609,L3
454,QN24.26.004.11.06.03,1.104197886,0.950283184,2.500745222,197.799337,26.174182,218.40961,-0.339144295,-0.104699884,-1.055747901,0.400119236,0,-70.06014962,150.4779445,144.0170391,144.0170391,1.04486209,0.038681503,-69.76963043,33.862958,QN24.26.004,M.nemestrina,Macaque,NHP_culture,culture,PCS4_240301_226_A01,STG,Temporal,,,none,,,,TCx,0.680796751,L2/3 IT_3,L2/3 IT,PCS4_240301_226_A01,429.1575126,7.874449773,0,3.937224886,626.0187569,6195,54.51672823,0.904185024,0.53812305,352,352,L3
455,QN24.26.004.5A.12.01,1.12388788,0.750223567,3.801132738,167.420165,27.078234,188.161494,-0.051808852,-0.061898677,-1.026795246,0.400119236,0,-63.42163844,127.3343658,101.8043869,101.8043869,1.250774842,0.22927922,-65.17972565,25.836815,QN24.26.004,M.nemestrina,Macaque,NHP_culture,culture,PCS4_240304_225_A01,STG,Temporal,,,none,,,,TCx,0.664912858,L2/3 IT_3,L2/3 IT,PCS4_240304_225_A01,155.3838704,0,3.613578382,0,205.9739678,9789,23.99313931,0.596863966,0.331023078,480,480,L3
456,QN24.26.004.5A.12.02,1,0.400119236,3.000894266,369.381765,49.685629,369.381765,-0.089477186,-0.089477186,-1.152934379,0.400119236,0,-63.07850049,270.1314617,244.9341367,244.9341367,1.10287388,0.111882038,-60.34039307,28.652711,QN24.26.004,M.nemestrina,Macaque,NHP_culture,culture,PCS4_240304_226_A01,STG,Temporal,,,none,,,,TCx,0.659535788,L2/3 IT_3,L2/3 IT,PCS4_240304_226_A01,52.47140309,0,0,0,577.1854339,3101,43.25491042,0.62467995,0.419227015,548,548,L3
457,QN24.26.004.5A.13.01,1.352931819,3.250968789,9.252757322,109.326613,37.106544,147.911453,-0.237503944,0.021010002,-1.297974031,1.850551464,0.003696851,-58.84548731,119.6690626,80.78759168,80.78759168,1.481280233,0.319215268,-60.29998398,15.82244,QN24.26.004,M.nemestrina,Macaque,NHP_culture,culture,P7S4_240306_301_A01,SFG,,,,none,,,,MCx,,,,,,,,,,,,,,534,534,L3
458,QN24.26.004.5A.14.01,1.233924694,3.651088024,10.90324917,63.686359,22.482423,78.584172,-0.179528537,0.112421086,-0.915494381,1.850551464,0.002751734,-65.29202769,65.04751257,44.01707623,44.01707623,1.477779038,0.254730821,-66.43709564,12.844799,QN24.26.004,M.nemestrina,Macaque,NHP_culture,culture,,SFG,,,,,,,,MCx,,,,,,,,,,,,,,517,517,L3
459,QN24.26.005.5A.06.02,1.003914175,0.500149044,2.200655795,223.051115,17.032852,223.924176,-0.134747508,-0.078221812,-1.317448112,0.400119236,0,-70.65992497,149.6983729,118.5567969,118.5567969,1.262672211,0.225147784,-70.18082428,46.239238,QN24.26.005,M.nemestrina,Macaque,NHP_culture,culture,PCS4_240402_225_A01,STG,Temporal,,,CN2787,SYFP,in vitro,6,TCx,,,,,,,,,,,,,,994,994,L3
460,QN24.26.008.4A.10.02,1,0.400119236,1.700506751,369.72872,25.398332,369.72872,-0.147699628,-0.147699628,-1.147458066,0.400119236,0,-57.36261636,165.7061844,133.6872482,133.6872482,1.239506285,0.144106433,-60.75355148,52.756032,QN24.26.008,M.nemestrina,Macaque,NHP_culture,culture,PCS4_240425_225_A01,ITG,Temporal,,,uninfected,,,1,TCx,0.686407621,L2/3 IT_1,L2/3 IT,PCS4_240425_225_A01,390.5986935,0,0,0,556.7153793,5527,35.01317976,0.87481354,0.579639319,551,551,L3
461,QN24.26.008.4A.10.03,1,0.400198498,2.251116554,504.176354,49.188673,504.176354,0.050020798,0.050020798,-0.42056527,0.400198498,0.002502281,-64.86520636,356.9871232,256.4528697,256.4528697,1.392018438,0.276139796,-65.43740082,62.691719,QN24.26.008,M.nemestrina,Macaque,NHP_culture,culture,PCS4_240425_226_A01,ITG,Temporal,,,uninfected,,,1,TCx,0.624779207,L2/3 IT_1,L2/3 IT,PCS4_240425_226_A01,372.0518424,4.709516992,0,0,75.35227187,8071,30.55940011,0.761034228,0.392971564,332,332,L3
462,QN24.26.008.4A.10.04,1,0.400119236,2.900864458,189.794234,18.039074,189.794234,0.094466642,0.094466642,-1.342611002,0.45013414,0.003259031,-68.83674364,137.3878211,117.7814195,117.7814195,1.1664643,0.150014043,-68.08654785,43.282061,QN24.26.008,M.nemestrina,Macaque,NHP_culture,culture,PCS4_240425_227_A01,ITG,Temporal,,,uninfected,,,1,TCx,0.60713046,L2/3 IT_1,L2/3 IT,PCS4_240425_227_A01,196.7948115,4.278148075,12.83444423,4.278148075,513.377769,6583,47.01377193,0.97067381,0.566208803,277,277,L3
463,QN24.26.008.4A.03.01,1.144609586,1.35040242,6.051803437,70.629506,19.085415,80.84321,-0.179519521,-0.018136813,-0.865895072,0.400119236,0,-66.05719042,67.41974427,61.38736759,61.38736759,1.098267395,0.065683201,-67.34593201,20.498256,QN24.26.008,M.nemestrina,Macaque,NHP_culture,culture,PSS4_240426_751_A01,ITG,Temporal,,,,,,,TCx,0.698270882,L2/3 IT_3,L2/3 IT,PSS4_240426_751_A01,238.1661209,9.526644835,0,2.381661209,976.4810956,8436,37.69378091,0.915579129,0.517231176,572,572,L3
464,QN24.26.008.4A.03.02,1.389872908,3.701102929,8.802623182,50.435346,16.868975,70.098721,-0.24601955,0.204673028,-1.16537399,2.000596178,0.004013215,-67.01051239,59.13560816,38.45100609,38.45100609,1.537946966,0.367592424,-67.24725342,16.627171,QN24.26.008,M.nemestrina,Macaque,NHP_culture,culture,PSS4_240426_752_A01,ITG,Temporal,,,,,,,TCx,0.774833824,L2/3 IT_1,L2/3 IT,PSS4_240426_752_A01,900.5192941,3.233462456,4.850193684,0,2111.450984,8747,55.65498213,0.957454426,0.637732572,856,856,L3
